species,vernacularName_fr
Junco hyemalis,Junco ardoisé
Fringilla hyemalis,
Melospiza georgiana,Pinson des marais
Fringilla georgiana,
Melospiza lincolnii,Pinson de Lincoln
Fringilla Lincolnii,
Melospiza melodia,Bruant chanteur
Fringilla melodia,
Zonotrichia melodia,
Passerculus sandwichensis,Bruant des prés
Emberiza Sandwichensis,
Passerella arborea,"Pinson hudsonien, Bruant hudsonien"
Fringilla arborea,
Spizella arborea,
Passerella iliaca,Bruant fauve
Fringilla iliaca,
Zonotrichia iliaca,
Pipilo erythrophthalmus,Tohi à flancs roux
Fringilla erythrophthalma,
Zonotrichia albicollis,Bruant à gorge blanche
Fringilla albicollis,
Zonotrichia capensis,Bruant chingolo
Fringilla capensis,
Zonotrichia leucophrys,Bruant à couronne blanche
Emberiza leucophrys,
Montifringilla nivalis,"Niverolle alpine, Niverolle des Alpes"
Fringilla nivalis,
Passer domesticus,Moineau domestique
Fringilla domestica,
Passer hispaniolensis,Moineau espagnol
Fringilla hispaniolensis,
Passer italiae,Moineau cisalpin
Fringilla italiae,
Passer luteus,Moineau doré
Fringilla luteus,
Passer montanus,Moineau friquet
Fringilla montana,
Petronia petronia,Moineau soulcie
Fringilla petronia,
Passer petronia,
Cryptomicroeca flaviventris,"Miro à ventre jaune, Rossignol à ventre jaune"
Eopsaltria flavigastra,
Eopsaltria flaviventris,
Phylloscopus bonelli,Pouillot de Bonelli
Rhadina bonelli,
Sylvia bonelli,
Phylloscopus borealis,Pouillot boréal
Phyllopneuste borealis,
Phylloscopus collybita,Pouillot véloce
Sylvia collybita,
Sylvia abietina,
Phylloscopus tristis,
Phylloscopus fuscatus,Pouillot brun
Phillopneuste fuscata,
Phylloscopus humei,Pouillot de Hume
Reguloides humei,
Phylloscopus ibericus,"Pouillot ibérique, Pouillot véloce ibérique"
Phyllopneuste brehmii,
Phylloscopus inornatus,"Pouillot à grands sourcils, Pouillot de Pallas"
Regulus inornatus,
Phylloscopus orientalis,Pouillot oriental
Phyllopneuste orientalis,
Rhadina orientalis,
Phylloscopus plumbeitarsus,"Pouillot à pattes sombres, Pouillot à deux barres, Pouillot ardoisé"
Seicercus plumbeitarsus,
Phylloscopus proregulus,"Pouillot de Pallas, Pouillot de Schwarz, Pouillot roitelet"
Abrornis proregulus,
Motacilla proregulus,
Phylloscopus schwarzi,"Pouillot de Schwarz, Pouillot à grands sourcils"
Herbivocula schwarzi,
Sylvia schwarzi,
Phylloscopus sibilatrix,Pouillot siffleur
Motacilla sibilatrix,
Rhadina sibilatrix,
Phylloscopus trochiloides,Pouillot verdâtre
Acanthiza trochiloides,
Phylloscopus trochilus,Pouillot fitis
Motacilla fitis,
Motacilla trochilus,
Motacilla Acredula,
Ceratopipra erythrocephala,Manakin à tête d'or
Parus erythrocephalus,
Pipra erythrocephala,Manakin à tête d'or
Chiroxiphia pareola,Manakin tijé
Pipra Pareola,
Corapipo gutturalis,Manakin à gorge blanche
Pipra gutturalis,
Dixiphia pipra,Manakin à tête blanche
Parus pipra,
Pipra pipra,Manakin à tête blanche
Pseudopipra pipra,
Lepidothrix serena,Manakin à front blanc
Pipra serena,Manakin à front blanc
Manacus manacus,Manakin casse-noisette
Pipra Manacus,
Neopelma chrysocephalum,Manakin à panache doré
Heteropelma chrysocephalum,
Pipra aureola,Manakin auréole
Parus Aureola,
Tyranneutes virescens,Manakin minuscule
Pipra virescens,
Xenopipo atronitens,Manakin noir
Euplectes afer,Euplecte vorabé
Loxia afra,
Euplectes franciscanus,Euplecte franciscain
Loxia franciscana,
Euplectes hordeaceus,Euplecte monseigneur
Loxia hordeacea,
Euplectes orix,Euplecte ignicolore
Emberiza orix,
Foudia delloni,Foudi de La Réunion
Foudia eminentissima,"Foudy, Cardinal"
Ploceus algondae,
Foudia madagascariensis,"Foudi rouge, Foudi de Madagascar"
Loxia madagascariensis,
Ploceus cucullatus,Tisserin gendarme
Oriolus cucullatus,
Ploceus melanocephalus,Tisserin à tête noire
Loxia melanocephala,
Quelea quelea,Travailleur à bec rouge
Emberiza Quelea,
Microbates collaris,Microbate à collier
Rhamphocaenus collaris,
Polioptila caerulea,
Motacilla caerulea,
Polioptila guianensis,Gobemoucheron guyanais
Polioptila plumbea,Gobemoucheron tropical
Todus plumbeus,
Ramphocaenus melanurus,Microbate à long bec
Prunella atrogularis,Accenteur à gorge noire
Accentor atrogularis,
Prunella collaris,Accenteur alpin
Laiscopus collaris,
Sturnus collaris,
Prunella modularis,Accenteur mouchet
Motacilla modularis,
Hypsipetes borbonicus,Bulbul de la Réunion
Turdus Borbonicus,
Hypsipetes madagascariensis,Bulbul de Madagascar
Turdus madagascariensis,
Pycnonotus barbatus,Bulbul des jardins
Turdus barbatus,
Pycnonotus cafer,Bulbul à ventre rouge
Turdus cafer,
Pycnonotus jocosus,Bulbul orphée
Lanius jocosus,
Motacilla Emeria,
Regulus calendula,Roitelet à couronne rubis
Motacilla Calendula,
Regulus ignicapilla,Roitelet à triple bandeau
Regulus ignicapillus,
Sylvia ignicapilla,
Regulus regulus,Roitelet huppé
Motacilla regulus,
Regulus satrapa,Roitelet à couronne dorée
Remiz pendulinus,"Rémiz penduline, Mésange rémiz"
Motacilla pendulinus,
Parus pendulinus,
Rhipidura albiscapa,Rhipidure gris
Rhipidura verreauxi,Rhipidure tacheté
Cettia cetti,Bouscarle de Cetti
Sylvia cetti,
Sitta canadensis,Sittelle à poitrine rousse
Sitta europaea,Sittelle torchepot
Sitta whiteheadi,Sittelle corse
Tichodroma muraria,Tichodrome échelette
Certhia muraria,
Acridotheres fuscus,Martin forestier
Pastor fuscus,
Acridotheres tristis,"Merle des Moluques, Martin triste"
Paradisea tristis,
Aplonis diluvialis,Stourne de Huahine
Aplonis striata,Stourne calédonien
Coracias striata,
Aplonis tabuensis,Stourne de Polynésie
Lanius tabuensis,
Aplonis ulietensis,"Stourne de Raiatea, Grive de Raiatea"
Turdus ulietensis,
Creatophora cinerea,Étourneau caronculé
Rallus cinereus,
Fregilupus varius,La huppe de Bourbon
Upupa varia,
Gracula religiosa,Mainate religieux
Lamprotornis purpureus,Choucador pourpré
Turdus purpureus,
Pastor roseus,"Étourneau roselin, Martin roselin"
Sturnus roseus,
Turdus roseus,
Sturnus sericeus,Etourneau soyeux
Sturnus unicolor,Étourneau unicolore
Sturnus vulgaris,Étourneau sansonnet
Curruca cantillans,Fauvette passerinette
Curruca inornata,
Motacilla cantillans,
Sylvia cantillans,
Sylvia inornata,
Curruca curruca,Fauvette babillarde
Motacilla curruca,
Sylvia curruca,
Curruca hortensis,Fauvette orphée
Motacilla hortensis,
Sylvia hortensis,
Curruca sarda,Fauvette sarde
Sylvia sarda,
Sylvia atricapilla,Fauvette à tête noire
Motacilla atricapilla,
Sylvia borin,Fauvette des jardins
Motacilla borin,
Curruca albistriata,
Sylvia communis,Fauvette grisette
Curruca communis,
Sylvia conspicillata,Fauvette à lunettes
Curruca conspicillata,
Sylvia deserticola,Fauvette de l'Atlas
Sylvia melanocephala,Fauvette mélanocéphale
Curruca melanocephala,
Montacilla melanocephala,
Motacilla melanocephala,
Sylvia nana,Fauvette naine
Curruca nana,
Sylvia nisoria,Fauvette épervière
Motacilla nisoria,
Sylvia ruppeli,"Fauvette de Rüppell, Fauvette masquée"
Curruca ruppeli,
Sylvia rueppeli,
Sylvia rueppelli,
Sylvia subalpina,Fauvette de Moltoni
Curruca subalpina,
Sylvia moltonii,
Sylvia undata,Fauvette pitchou
Curruca undata,
Motacilla undata,
Sylvia dartfordiensis,
Euchrepomis callinota,Grisin à croupion roux
Formicivora callinota,
Terenura callinota,Grisin à croupion roux
Euchrepomis spodioptila,Grisin spodioptile
Terenura spodioptila,
Myrmornis torquata,Palicour de Cayenne
Formicarius torquatus,
Pygiptila stellaris,Batara étoilé
Thamnophilus stellaris,
Cercomacra cinerascens,Grisin ardoisé
Formicivora cinerascens,
Cercomacroides nigrescens,Grisin noirâtre
Cercomacra nigrescens,
Percnostola nigrescens,
Cercomacroides tyrannina,Grisin sombre
Cercomacra tyrannina,
Pyriglena tyrannina,
Cymbilaimus lineatus,Batara fascié
Lanius lineatus,
Epinecrophylla gutturalis,Myrmidon à ventre brun
Myrmotherula gutturalis,Myrmidon à ventre brun
Epinecrophylla haematonota,Myrmidon cravaté
Formicivora haematonota,
Myrmotherula haematonota,
Formicivora grisea,Grisin de Cayenne
Turdus griseus,
Frederickena viridis,Batara à gorge noire
Thamnophilus viridis,
Gymnopithys rufigula,Fourmilier à gorge rousse
Turdus rufigula,
Herpsilochmus dorsimaculatus,Grisin strié
Herpsilochmus stictocephalus,Grisin de Todd
Herpsilochmus sticturus,Grisin givré
Hylophylax naevius,Fourmilier tacheté
Hylophylax naevia,
Pipra naevia,
Hylophylax punctulata,
Hylophylax punctulatus,
Rhopotera punctulata,
Hypocnemis cantator,Alapi carillonneur
Formicarius Cantatar,
Hypocnemoides melanopogon,Alapi à menton noir
Hypocnemis melanopogon,
Isleria guttata,Myrmidon moucheté
Myrmothera guttata,
Myrmotherula guttata,
Microrhopias quixensis,Grisin étoilé
Thamnophilus quixensis,
Myrmeciza longipes,
Drymophila longipes,
Myrmelastes leucostigma,Alapi ponctué
Percnostola leucostigma,Alapi ponctué
Schistocichla leucostigma,Alapi ponctué
Myrmoborus leucophrys,Alapi à sourcils blancs
Pithys leucophrys,
Myrmoderus ferrugineus,Alapi à cravate noire
Myrmeciza ferruginea,
Turdus ferrugineus,
Myrmophylax atrothorax,Alapi de Buffon
Formicarius atrothorax,
Myrmeciza atrothorax,
Myrmotherula axillaris,Myrmidon à flancs blancs
Myrmothera axillaris,
Myrmotherula behni,Myrmidon de Behn
Myrmotherula brachyura,Myrmidon pygmée
Myrmotherula longipennis,Myrmidon longipenne
Myrmotherula menetriesii,Myrmidon gris
Myrmothera Menetriesii,
Myrmotherula surinamensis,Myrmidon du Surinam
Sitta surinamensis,
Percnostola rufifrons,Alapi à tête noire
Turdus rufifrons,
Pithys albifrons,Fourmilier manikup
Pipra albifrons,
Sakesphorus canadensis,Batara huppé
Lanius canadensis,
Sclateria naevia,Alapi paludicole
Sitta naevia,
Taraba major,Grand Batara
Thamnophilus major,
Diallactes semifasciatus,
Thamnomanes ardesiacus,Batara ardoisé
Dysithamnus ardesiacus,
Thamnomanes caesius,Batara cendré
Muscicapa caesia,
Thamnophilus aethiops,
Thamnophilus amazonicus,Batara d'Amazonie
Thamnophilus doliatus,Batara rayé
Lanius doliatus,
Thamnophilus melanothorax,Batara de Cayenne
Sakesphorus melanothorax,Batara de Cayenne
Thamnophilus murinus,Batara souris
Thamnophilus nigrocinereus,Batara demi-deuil
Myrmelastes kulczynskii,
Thamnophilus punctatus,Batara tacheté
Lanius punctatus,
Willisornis poecilinotus,Fourmilier zébré
Dichropogon poecilinotus,
Hylophylax poecilonota,Fourmilier zébré
Hypocnemis poecilinota,
Chlorophanes spiza,Guit-guit émeraude
Motacilla Spiza,
Cissopis leveriana,Tangara pillurion
Cissopis leverianus,
Lanius Leverianus,
Coereba flaveola,"Sucrier à poitrine jaune, Sucrier à ventre jaune, Sucrier falle jaune, Sucrier cage"
Certhia flaveola,
Certhia bartholemica,
Certhiola martinicana,
Certhiola minima,
Conirostrum bicolor,Conirostre bicolore
Sylvia bicolor,
Conirostrum speciosum,Conirostre cul-roux
Sylvia speciosa,
Conothraupis speculigera,Tangara à miroir blanc
Schistochlamys speculigera,
Coryphospingus cucullatus,
Fringilla cucullata,
Coryphospingus pileatus,Araguira gris
Fringilla pileata,
Cyanerpes caeruleus,Guit-guit céruléen
Certhia caerulea,
Cyanerpes cyaneus,Guit-guit saï
Certhia cyanea,
Cyanerpes nitidus,Guit-guit à bec court
Coereba nitida,
Cyanicterus cyanicterus,Tangara cyanictère
Pyranga cyanicterus,
Cypsnagra hirundinacea,Tangara hirundinacé
Tanagra hirundinacea,
Dacnis cayana,Dacnis bleu
Motacilla cayana,
Dacnis lineata,Dacnis à coiffe bleue
Motacilla lineata,
Emberizoides herbicola,Grand Tardivole
Sylvia herbicola,
Passerina sphenura,
Eucometis penicillata,Tangara à tête grise
Tanagra penicillata,
Hemithraupis flavicollis,Tangara à dos jaune
Nemosia flavicollis,
Hemithraupis guira,Tangara guira
Motacilla Guira,
Tanagra nigrigula,
Lanio fulvus,Tangara mordoré
Tangara fulva,
Loxigilla noctis,"Sporophile - Rouge gorge, Père noir (mâle), Moisson (femelle), Gros bec (femelle)"
Fringilla noctis,
Pyrrhulagra dominicana,
Loxigilla chazaliei,
Nemosia pileata,Tangara coiffe-noire
Tanagra pileata,
Paroaria coronata,Paroare huppé
Loxia coronata,
Paroaria gularis,Paroare rougecap
Tanagra gularis,
Ramphocelus carbo,Tangara à bec d'argent
Lanius Carbo,
Ramphocelus dimidiatus,Tangara à dos rouge
Saltator albicollis,"Saltator groc bec, Saltator strié, Grive gros bec"
Saltator guadelupensis,
Saltator coerulescens,Saltator gris
Saltator grossus,Saltator ardoisé
Loxia grossa,
Pitylus grossus,
Saltator maximus,Saltator des grands-bois
Tanagra maxima,
Schistochlamys melanopis,Tangara à camail
Tanagra melanopis,
Sicalis flaveola,
Fringilla flaveola,
Sicalis luteola,Sicale des savanes
Emberiza luteola,
Fringilla luteiventris,
Sicalis luteiventris,
Sporophila americana,Sporophile à ailes blanches
Loxia americana,
Sporophila angolensis,Sporophile curio
Loxia angolensis,
Oryzoborus angolensis,
Loxia torrida,
Sporophila bouvreuil,Sporophile bouvreuil
Loxia bouvreuil,
Sporophila bouvronides,Sporophile faux-bouvron
Pyrrhula bouvronides,
Sporophila castaneiventris,Sporophile à ventre châtain
Sporophila crassirostris,Sporophile crassirostre
Loxia crassirostris,
Oryzoborus crassirostris,
Sporophila lineola,Sporophile bouveron
Loxia Lineola,
Sporophila minuta,Sporophile petit-louis
Loxia minuta,
Sporophila nigricollis,Sporophile à ventre jaune
Pyrrhula Nigricollis,
Sporophila plumbea,Sporophile gris-de-plomb
Fringilla plumbea,
Spermophila whiteleyana,
Sporophila schistacea,Sporophile ardoisé
Spermophila schistacea,
Tachyphonus cristatus,"Tangara à huppe rouge, Tangara à huppe ignée"
Islerothraupis cristata,
Tanagra cristata,
Tachyphonus luctuosus,Tangara à épaulettes blanches
Islerothraupis luctuosa,
Tachyphonus phoenicius,Tangara à galons rouges
Tachyphonus rufus,Tangara à galons blancs
Tangara rufa,
Tachyphonus surinamus,Tangara à crête fauve
Maschalethraupis surinama,
Turdus surinamus,
Tangara cayana,Calliste passevert
Tanagra cayana,
Tangara chilensis,Calliste septicolore
Aglaia chilensis,
Aglaia paradisea,
Tangara episcopus,Tangara évêque
Tanagra episcopus,
Thraupis episcopus,
Tangara guttata,Calliste tiqueté
Callispiza guttata,
Tangara gyrola,Calliste rouverdin
Fringilla Gyrola,
Tangara mexicana,Calliste diable-enrhumé
Tanagra mexicana,
Tangara palmarum,Tangara des palmiers
Tanagra palmarum,
Thraupis palmarum,
Tanagra melanoptera,
Tangara punctata,Calliste syacou
Tanagra punctata,
Tangara varia,Calliste tacheté
Tanagra varia,
Tangara velia,Calliste varié
Motacilla Velia,
Tersina viridis,Tersine hirondelle
Hirundo viridis,
Procnias occidentalis,
Tiaris bicolor,"Sporophile cici, Sporophile à face noire, Cici, Cici-z’èb"
Fringilla bicolor,
Melanospiza bicolor,
Volatinia jacarina,Jacarini noir
Tanagra Jacarina,
Fringilla splendens,
Iodopleura fusca,Cotinga brun
Ampelis fusca,
Laniocera hypopyrra,Aulia cendré
Ampelis hypopyrra,
Laniocera hypopyrrha,
Pachyramphus marginatus,Bécarde à calotte noire
Todus marginatus,
Pachyramphus minor,Bécarde de Lesson
Querula minor,
Pachyramphus polychopterus,Bécarde à ailes blanches
Platyrhynchos polychopterus,
Pachyramphus rufus,Bécarde cendrée
Muscicapa rufa,
Pachyramphus surinamus,Bécarde du Surinam
Muscicapa surinama,
Schiffornis olivacea,Antriade olivâtre
Scotothorus olivaceus,
Schiffornis turdina,Antriade turdoïde
Muscicapa turdina,
Schiffornis turdinus,
Tityra cayana,Tityre gris
Lanius cayanus,
Tityra inquisitor,Tityre à tête noire
Lanius inquisitor,
Psaris erythrogenys,
Tityra semifasciata,
Pachyrhynchus semifasciatus,
Cantorchilus leucotis,Troglodyte à face pâle
Thryothorus leucotis,Troglodyte à face pâle
Cyphorhinus arada,Troglodyte arada
Cyphorhinus aradus,
Myrmornis arada,
Henicorhina leucosticta,Troglodyte à poitrine blanche
Cyphorhinus leucosticta,
Microcerculus bambla,Troglodyte bambla
Formicarius bambla,
Pheugopedius coraya,Troglodyte coraya
Thryothorus coraya,Troglodyte coraya
Turdus coraya,
Troglodytes aedon,"Troglodyte familier, Rossignol"
Thryothorus martinicensis,
Troglodytes martinicensis,
Thryothorus guadeloupensis,
Troglodytes hiemalis,Troglodyte des forêts
Troglodytes musculus,
Troglodytes troglodytes,Troglodyte mignon
Motacilla Troglodytes,
Catharus bicknelli,Grive de Bicknell
Catharus fuscescens,Grive fauve
Turdus Fuscescens,
Catharus guttatus,Grive solitaire
Muscicapa guttata,
Catharus minimus,Grive à joues grises
Hylocichla aliciae,
Hylocichla minima,
Turdus aliciae,
Turdus minimus,
Catharus ustulatus,"Grive à dos olive, Grivette à dos olive"
Hylocichla ustulata,
Turdus ustulatus,
Geokichla sibirica,Grive de Sibérie
Ixoreus sibiricus,
Turdus sibiricus,
Zoothera sibirica,
Hylocichla mustelina,Grive des bois
Catharus mustelinus,
Turdus mustelinus,
Myadestes genibarbis,"Solitaire à gorge rousse, Siffleur des montagnes"
Sialia currucoides,
Sialia sialis,
Motacilla Sialis,
Turdus albicollis,Merle à col blanc
Turdus atrogularis,Grive à gorge noire
Turdus eunomus,Grive à ailes rousses
Turdus fumigatus,Merle cacao
Turdus ignobilis,
Turdus iliacus,Grive mauvis
Turdus coburni,
Turdus musicus,
Turdus leucomelas,Merle leucomèle
Turdus lherminieri,Grive à pieds jaunes
Cichlherminia lherminieri,
Turdus L’Herminieri,
Turdus merula,Merle noir
Turdus migratorius,Merle d'Amérique
Turdus naumanni,"Grive de Naumann, Grive à ailes rousses"
Turdus nudigenis,"Merle à lunettes, Grive à lunettes, Grive chatte"
Turdus obscurus,Grive obscure
Turdus philomelos,Grive musicienne
Turdus ericetorum,
Turdus pilaris,Grive litorne
Turdus plumbeus,Merle vantard
Turdus poliocephalus,Merle des îles
Turdus xanthopus,
Turdus ruficollis,"Grive à gorge rousse, Grive à ailes rousses, Grive à gorge noire"
Turdus torquatus,Merle à plastron
Merula alpestris,
Turdus viscivorus,Grive draine
Zoothera aurea,Grive dorée
Oreocincla dauma,
Turdus aureus,
Turdus dauma,
Zoothera dauma,
Arundinicola leucocephala,Moucherolle à tête blanche
Pipra leucocephala,
Attila cinnamomeus,Attila cannelle
Muscicapa cinnamomea,
Attila spadiceus,Attila à croupion jaune
Muscicapa spadicea,
Camptostoma obsoletum,Tyranneau passegris
Muscicapa obsoleta,
Ornithion napaeum,
Capsiempis flaveola,Tyranneau flavéole
Capsiempsis flaveola,
Muscicapa flaveola,
Phylloscartes flaveola,
Cnemotriccus fuscatus,Moucherolle fuligineux
Muscipeta fuscata,
Colonia colonus,Moucherolle à longs brins
Muscicapa colonus,
Copurus poecilonotus,
Conopias parvus,Tyran de Pelzeln
Conopias parva,
Pitangus parvus,
Contopus albogularis,Moucherolle à bavette blanche
Myiochanes albogularis,
Contopus cinereus,Moucherolle cendré
Platyrhynchus cinereus,
Contopus cooperi,Moucherolle à côtés olive
Contopus borealis,
Muscicapa cooperi,
Contopus latirostris,"Moucherolle gobe-mouches, Gobe-mouches, Loulou fou, Tombé lévé"
Myiobius latirostris,
Blacicus brunneicapillus,
Contopus sordidulus,Pioui de l'Ouest
Contopus virens,Pioui de l'Est
Muscicapa virens,
Corythopis torquatus,Corythopis à collier
Corythopis torquata,
Muscicapa anthoïdes,
Elaenia chiriquensis,Élénie menue
Elaenia albivertex,
Elaenia cristata,Élénie huppée
Elaenia flavogaster,Élénie à ventre jaune
Pipra flavogaster,
Elaenia martinica,"Élaène siffleuse, Siffleur blanc, Élénie siffleuse"
Muscicapa martinica,
Elaenia parvirostris,Élénie à bec court
Elaenia ruficeps,Élénie tête-de-feu
Empidonax alnorum,Moucherolle des aulnes
Empidonax flaviventris,Moucherolle à ventre jaune
Tyrannula flaviventris,
Empidonax minimus,Moucherolle tchébec
Tyrannula minima,
Empidonomus varius,Tyran tacheté
Muscicapa varia,
Muscicapa rufina,
Fluvicola pica,Moucherolle pie
Muscicapa pica,
Griseotyrannus aurantioatrocristatus,Tyran oriflamme
Empidonomus aurantioatrocristatus,
Tyrannus aurantio-atro cristatus,
Hemitriccus josephinae,Todirostre de Joséphine
Euscarthmus josephinae,
Hemitriccus minor,Todirostre de Snethlage
Hemitriccus zosterops,Todirostre zostérops
Euscarthmus Zosterops,
Hirundinea ferruginea,Moucherolle hirondelle
Todus ferrugineus,
Inezia caudata,Tyranneau frangé
Capsiempis caudata,
Inezia subflava,
Lathrotriccus euleri,Moucherolle d'Euler
Empidochanes euleri,
Empidonax euleri,Moucherolle d'Euler
Empidonax lawrencei,
Legatus leucophaius,Tyran pirate
Platyrhynchos leucophaius,
Leptopogon amaurocephalus,Pipromorphe à tête brune
Lophotriccus galeatus,"Microtyran casqué, Todirostre casqué"
Motacilla Galeata,
Lophotriccus vitiosus,"Microtyran bifascié, Todirostre bifascié"
Cometornis vitiosus,
Megarynchus pitangua,Tyran pitangua
Lanius pitangua,
Mionectes macconnelli,Pipromorphe de McConnell
Mionectes oleagineus,Pipromorphe roussâtre
Muscicapa oleaginea,
Myiarchus cinerascens,
Tyrannula cinerascens,
Myiarchus crinitus,
Turdus crinitus,
Myiarchus ferox,Tyran féroce
Muscicapa ferox,
Myiarchus oberi,Tyran janeau
Myiarchus sclateri,
Myiarchus stolidus,Tyran grosse-tête
Myiobius stolidus,
Myiarchus swainsoni,
Myiarchus tuberculifer,Tyran olivâtre
Myiarchus tyrannulus,Tyran de Wied
Muscicapa tyrannulus,
Myiodynastes maculatus,Tyran audacieux
Muscicapa maculata,
Tyrannus solitarius,
Myiopagis caniceps,Elénie grise
Tyrannula caniceps,
Elaenia cinerea,
Myiopagis flavivertex,Élénie à couronne d'or
Myiopagis gaimardii,Élénie de Gaimard
Muscicapara Gaimardii,
Myiophobus fasciatus,Moucherolle fascié
Muscicapa fasciata,
Myiornis ecaudatus,Microtyran à queue courte
Myiozetetes cayanensis,Tyran de Cayenne
Muscicapa cayanensis,
Myiozetetes luteiventris,Tyran à gorge rayée
Elaenia luteiventris,
Tyrannopsis luteiventris,
Myiozetetes similis,Tyran sociable
Muscicapa similis,
Neopipo cinnamomea,"Manakin cannelle, Moucherolle manakin"
Ochthornis littoralis,
Elainea littoralis,
Ornithion inerme,Tyranneau minute
Phaeomyias murina,Tyranneau souris
Platyrhynchus murinus,
Myiopatis Wagae,
Phyllomyias griseiceps,Tyranneau nain
Tyranniscus griseiceps,
Phylloscartes virescens,Tyranneau verdâtre
Piprites chloris,Piprite verdin
Pipra chloris,
Hemipipo chlorion,
Pitangus lictor,Tyran licteur
Lanius lictor,
Philohydor lictor,
Pitangus sulphuratus,Tyran quiquivi
Platyrinchus coronatus,Platyrhynque à tête d'or
Platyrinchus mystaceus,
Platyrinchus platyrhynchos,Platyrhynque à cimier blanc
Platyrinchus saturatus,Platyrhynque à cimier orange
Poecilotriccus fumifrons,Todirostre à front gris
Todirostrum fumifrons,Todirostre à front gris
Polystictus pectoralis,Tyranneau barbu
Sylvia pectoralis,
Pseudocolopteryx sclateri,Doradite de Sclater
Anaeretes sclateri,
Ramphotrigon ruficauda,"Tyran à queue fauve, Tyran rougequeue"
Platyrhynchus ruficauda,
Rhynchocyclus olivaceus,Platyrhynque olivâtre
Platyrhynchos olivaceus,
Rhytipterna immunda,"Aulia à ventre pâle, Tyran à ventre pâle"
Lipaugus immundus,
Rhytipterna simplex,"Aulia grisâtre, Tyran grisâtre"
Muscicapa simplex,
Sayornis phoebe,Moucherolle phébi
Muscicapa phoebe,
Sayornis saya,
Muscicapa saya,
Sirystes sibilator,Tyran siffleur
Muscicapa sibilator,
Sirystes subcanescens,Tyran mélodieux
Sublegatus arenarum,Tyranneau des palétuviers
Elainea arenarum,
Sublegatus glaber,
Sublegatus obscurior,Tyranneau ombré
Terenotriccus erythrurus,Moucherolle rougequeue
Myiobius erythrurus,
Todirostrum cinereum,Todirostre familier
Todus cinereus,
Todirostrum maculatum,Todirostre tacheté
Todus maculatus,
Todirostrum pictum,Todirostre peint
Todirostrum sylvia,Todirostre de Desmarest
Poecilotriccus sylvia,
Todus sylvia,
Tolmomyias assimilis,Platyrhynque à miroir
Rhynchocyclus assimilis,
Tolmomyias flaviventris,Platyrhynque à poitrine jaune
Muscipeta flaviventris,
Tolmomyias poliocephalus,Platyrhynque poliocéphale
Rhynchocyclus poliocephalus,
Tolmomyias sulphurescens,Platyrhynque jaune-olive
Platyrhynchus sulphurescens,
Tyrannopsis sulphurea,Tyran des palmiers
Muscicapa sulphurea,
Tyrannulus elatus,Tyranneau roitelet
Sylvia elata,
Tyrannus albogularis,Tyran à gorge blanche
Tyrannus dominicensis,"Tyran gris, Pipiri, Pipirite"
Tyrannus vorax,
Tyrannus melancholicus,Tyran mélancolique
Muscicapa despotes,
Tyrannus despotes,
Tyrannus savana,Tyran des savanes
Tyrannus tyrannus,Tyran tritri
Lanius tyrannus,
Tyrannus verticalis,
Zimmerius acer,"Tyranneau vif, Tyranneau guyanais"
Tyranniscus acer,
Zimmerius gracilipes,Tyranneau à petits pieds
Tyranniscus gracilipes,
Vidua macroura,Veuve dominicaine
Fringilla macroura,
Cyclarhis gujanensis,Sourciroux mélodieux
Tanagra gujanensis,
Hylophilus pectoralis,Viréon à tête cendrée
Hylophilus semicinereus,Viréon à gorge grise
Hylophilus thoracicus,Viréon à plastron
Pachysylvia muscicapina,Viréon fardé
Hylophilus muscicapinus,Viréon fardé
Tunchiornis ochraceiceps,Viréon à calotte rousse
Hylophilus ochraceiceps,Viréon à calotte rousse
Hylophilus luteifrons,
Vireo altiloquus,"Viréo à moustaches, Cuek, Tchouek, Piade, Piopio, Tchuenck"
Muscicapa altiloqua,
Vireo flavifrons,"Viréo à gorge jaune, Viréo à poitrine jaune"
Lanivireo flavifrons,
Vireo flavoviridis,
Vireosylvia flavoviridis,
Vireo griseus,Viréo à oeil blanc
Tanagra grisea,
Vireo olivaceus,"Viréo à oeil rouge, Viréo aux yeux rouges"
Muscicapa olivacea,
Vireo philadelphicus,Viréo de Philadelphie
Vireosylvia philadelphica,
Vireo solitarius,"Viréo solitaire, Viréo à tête bleue"
Muscicapa solitaria,
Vireolanius leucotis,Smaragdan oreillard
Malaconotus leucotis,
Zosterops borbonicus,"Oiseau lunettes gris, Oiseau blanc, Zosterops de Bourbon, Oiseau-lunettes de Bourbon"
Motacilla borbonica,
Zosterops inornatus,Zostérops de Lifou
Zosterops lateralis,Zosterops à dos gris
Sylvia lateralis,
Zosterops maderaspatanus,Zostérops malgache
Motacilla maderaspatana,
Zosterops mayottensis,"Zostérops de Mayotte, Zostérops malgache"
Zosterops minutus,Zostérops minute
Zosterops olivaceus,"Oiseau lunettes vert, Oiseau vert"
Certhia olivacea,
Zosterops xanthochrous,"Zostérops à dos vert, Lunette"
Zosterops xanthochroa,
Anhinga anhinga,"Anhinga d'Amérique, Canard plongeur"
Plotus Anhinga,
Agamia agami,"Onoré agami, Héron agami"
Ardea agami,
Ardea alba,Grande Aigrette
Casmerodius albus,
Egretta alba,
Ardea egretta,
Egretta egretta,
Ardea melanorhynchos,
Ardea modesta,
Ardea cinerea,Héron cendré
Ardea cocoi,"Héron cocoi, Héron cocoï"
Ardea herodias,Grand Héron
